resort,name,osm_difficulty,reason
Mammoth,,intermediate,missing_name
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,Trail 90,advanced,numeric_or_artifact_name
Palisades Tahoe,Sunnyside,intermediate,duplicate_within_resort
Palisades Tahoe,Sun Bowl,advanced,duplicate_within_resort
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,,novice,missing_name
Palisades Tahoe,Alpine Bowl,intermediate,duplicate_within_resort
Palisades Tahoe,,advanced,missing_name
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,Alpine Bowl,intermediate,duplicate_within_resort
Palisades Tahoe,Howard's Hollow,intermediate,duplicate_within_resort
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,D8,advanced,numeric_or_artifact_name
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,Sunspot,intermediate,duplicate_within_resort
Palisades Tahoe,Yellow Trail,intermediate,duplicate_within_resort
Palisades Tahoe,,intermediate,missing_name
Palisades Tahoe,,intermediate,missing_name
Heavenly,,missing,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,easy,missing_name
Heavenly,,easy,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,easy,missing_name
Heavenly,,intermediate,missing_name
Heavenly,Easy Street,easy,duplicate_within_resort
Heavenly,,easy,missing_name
Heavenly,,advanced,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,easy,missing_name
Heavenly,Ski Ways Glades,advanced,duplicate_within_resort
Heavenly,Canyonland,intermediate,duplicate_within_resort
Heavenly,,easy,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,missing,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,intermediate,missing_name
Heavenly,Hogsback,advanced,duplicate_within_resort
Heavenly,,easy,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,missing,missing_name
Heavenly,,intermediate,missing_name
Heavenly,,advanced,missing_name
Heavenly,,missing,missing_name
Heavenly,,intermediate,missing_name
Heavenly,Maggie's,easy,duplicate_within_resort
Heavenly,,intermediate,missing_name
Heavenly,,easy,missing_name
Heavenly,Pinnacles,advanced,duplicate_within_resort
Heavenly,Ridge Run,intermediate,duplicate_within_resort
Heavenly,,intermediate,missing_name
Heavenly,Groove Park,easy,duplicate_within_resort
Northstar,,missing,missing_name
Northstar,Village Run,missing,unmappable_difficulty:missing
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,Lookout,missing,unmappable_difficulty:missing
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,advanced,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,intermediate,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Northstar,,missing,missing_name
Killington,,easy,missing_name
Killington,,easy,missing_name
Killington,,easy,missing_name
Killington,Chute,intermediate,duplicate_within_resort
Killington,,intermediate,missing_name
Killington,,easy,missing_name
Killington,,easy,missing_name
Killington,,intermediate,missing_name
Killington,Caper,easy,duplicate_within_resort
Killington,,intermediate,missing_name
Killington,,easy,missing_name
Killington,,intermediate,missing_name
Killington,,intermediate,missing_name
Killington,Old Superstar,advanced,duplicate_within_resort
Killington,Bear Claw,intermediate,duplicate_within_resort
Killington,,intermediate,missing_name
Killington,,advanced,missing_name
Killington,Sunrise Trail,easy,duplicate_within_resort
Killington,,intermediate,missing_name
Killington,,intermediate,missing_name
Killington,,easy,missing_name
Killington,Great Northern,intermediate,duplicate_within_resort
Killington,Pipe Dream,intermediate,duplicate_within_resort
Killington,,easy,missing_name
Killington,,easy,missing_name
Killington,Escape,intermediate,duplicate_within_resort
Killington,Conclusion,advanced,duplicate_within_resort
Killington,Great Bear - Upper,intermediate,duplicate_within_resort
Killington,,advanced,missing_name
Killington,,advanced,missing_name
Killington,,intermediate,missing_name
Killington,Sundog,easy,duplicate_within_resort
Killington,Mouse Run - Upper,intermediate,duplicate_within_resort
Killington,,easy,missing_name
Killington,Sundog,easy,duplicate_within_resort
Killington,Caper,easy,duplicate_within_resort
Killington,Great Northern - Lower,easy,duplicate_within_resort
Killington,,intermediate,missing_name
Killington,Snowshed Crossover,easy,duplicate_within_resort
Stowe,,intermediate,missing_name
Stowe,,missing,missing_name
Stowe,Side Street,intermediate,duplicate_within_resort
Stowe,,missing,missing_name
Stowe,Switchback,intermediate,duplicate_within_resort
Stowe,,missing,missing_name
Stowe,,missing,missing_name
Stowe,Lower Smugglers,intermediate,duplicate_within_resort
Stowe,,missing,missing_name
Stowe,,easy,missing_name
Stowe,Lower Switchback,intermediate,duplicate_within_resort
Stowe,,missing,missing_name
Stowe,Midway,advanced,duplicate_within_resort
Stowe,Hayride,advanced,duplicate_within_resort
Stowe,Midway,advanced,duplicate_within_resort
Stowe,Main Street,intermediate,duplicate_within_resort
Stowe,,intermediate,missing_name
Stowe,Upper Smugglers,advanced,duplicate_within_resort
Stowe,,intermediate,missing_name
Stowe,Side Street,intermediate,duplicate_within_resort
Stowe,,intermediate,missing_name
Stowe,,missing,missing_name
Stowe,Crossover,easy,duplicate_within_resort
Stowe,Crossover,easy,duplicate_within_resort
Stowe,,intermediate,missing_name
